gbifID;occurrenceStatus;decimalLatitude;decimalLongitude;coordinateUncertaintyInMeters;depth;depthAccuracy;eventDate
1305117840;present;37.803303;-122.258536;;;;2016-03-26T12:20:41Z
1265578155;present;37.794062;-122.277375;;;;2016-04-16T13:33:51Z
1273850994;present;38.129003;-122.865693;5;;;2016-06-19T08:24:24Z
1291133941;present;37.739397;-122.214092;106;;;2016-07-16T12:08:00Z
1291672999;present;37.806183;-122.26248;;;;2016-08-05T11:58:41Z
1305143473;present;37.80219;-122.397196;4;;;2016-08-16T11:20:00Z
1453227504;present;-36.876531;174.883204;118;;;2016-11-19T05:34:00Z
1453401412;present;37.738987;-122.375389;;;;2017-02-04T11:28:09Z
1500265708;present;37.793773;-122.276803;;;;2017-04-17T16:07:00Z
1500264296;present;37.793817;-122.276755;;;;2017-04-17T17:06:20Z
1500300540;present;33.143838;-117.337735;2;;;2017-04-22T15:51:00Z
1571130441;present;33.146095;-117.337597;2;;;2017-06-12T16:41:00Z
1571198384;present;37.79355;-122.27618;;;;2017-06-28T18:27:00Z
1586932600;present;37.798745;-122.259888;;;;2017-08-12T10:22:07Z
1677291815;present;37.802477;-122.261149;23;;;2017-10-11T11:55:00Z
1677317228;present;37.809383;-122.26245;;;;2017-10-18T09:33:10Z
1702469403;present;33.621427;-117.89278;8;;;2017-11-04T10:26:00Z
1702484688;present;32.785317;-117.231634;8;;;2017-11-05T00:00:00Z
1837770970;present;33.703063;-118.052911;5;;;2018-04-03T11:44:49Z
2350298827;present;37.804717;-122.257378;;;;2018-04-05T12:16:02Z
1850979465;present;37.798703;-122.259103;10;;;2018-06-13T11:48:00Z
1890682522;present;-36.924238;174.775874;125;;;2018-08-04T12:57:00Z
1913156635;present;37.799305;-122.25885;30;;;2018-09-07T11:35:36Z
1920791154;present;-36.638512;174.761867;4;;;2018-09-08T12:55:00Z
1947777351;present;51.517894;3.902618;;0.5;;2018-09-20T00:00:00Z
1920792869;present;44.673978;12.252122;1376;;;2018-09-23T14:47:01Z
1932317370;present;-36.926569;174.763671;31;;;2018-10-20T17:49:00Z
1932335530;present;-37.012825;174.607795;61;;;2018-10-22T16:06:00Z
1932335455;present;-37.013077;174.6081;61;;;2018-10-22T16:52:00Z
1932344933;present;-36.926208;174.706649;15;;;2018-10-24T15:34:00Z
1935606072;present;-36.923872;174.776347;1;;;2018-11-04T13:38:00Z
1944388366;present;-36.844581;174.72272;31;;;2018-11-10T16:46:00Z
2005271267;present;-36.844551;174.717482;31;;;2018-11-10T17:08:00Z
1944394752;present;-36.609547;174.715499;31;;;2018-11-11T15:29:00Z
1949998676;present;-36.927409;174.772731;122;;;2018-12-08T17:38:00Z
1978457808;present;-36.935131;174.737647;8;;;2018-12-16T15:00:00Z
1978839336;present;32.771695;-117.236939;4;;;2018-12-22T14:51:00Z
1986535193;present;-37.041255;175.520125;68;;;2018-12-30T16:51:02Z
1986564972;present;-37.00482;174.604007;61;;;2019-01-02T15:47:00Z
1990567067;present;-36.41911;174.730929;8;;;2019-01-23T05:05:00Z
1990631334;present;38.145106;-122.88195;;;;2019-01-30T14:05:00Z
1993759846;present;-36.932723;174.693736;15;;;2019-02-06T03:56:00Z
2005302132;present;-36.927379;174.775484;4;;;2019-02-09T04:04:00Z
2013013538;present;32.791187;-117.230203;5;;;2019-03-06T13:01:53Z
2013693363;present;32.79053;-117.229522;5;;;2019-03-06T13:07:28Z
2236274809;present;-36.932691;174.698026;32;;;2019-04-10T00:00:00Z
2242959605;present;37.803908;-122.26068;10;;;2019-05-10T14:28:34Z
2244226908;present;-37.073625;175.519303;5;;;2019-05-13T07:55:00Z
2244293363;present;-37.075144;175.518922;5;;;2019-05-21T14:59:49Z
2251913437;present;37.59037;-122.3147;10;;;2019-05-23T12:48:00Z
2517948803;present;-36.979426;174.632169;8;;;2019-05-24T11:15:00Z
2251967320;present;-37.007066;174.603869;31;;;2019-05-29T11:12:00Z
2251967556;present;-37.007595;174.604012;31;;;2019-05-29T12:10:00Z
2265844625;present;37.794023;-122.277345;10;;;2019-06-06T17:52:12Z
2517949510;present;37.793879;-122.277014;10;;;2019-06-06T18:36:46Z
2265807938;present;37.793876;-122.277049;10;;;2019-06-06T18:44:29Z
2265808700;present;37.79395;-122.277235;10;;;2019-06-06T19:39:05Z
2269261475;present;-37.01198;174.605891;;;;2019-06-16T03:48:00Z
2294623899;present;-36.850342;174.847807;4;;;2019-07-22T00:24:00Z
2311367326;present;37.790842;-122.2646;;;;2019-07-27T12:39:00Z
2311369184;present;37.78947;-122.265192;201;;;2019-07-27T12:57:00Z
2311348995;present;-37.012934;174.6061;31;;;2019-07-28T01:02:00Z
2423175993;present;37.755368;-122.251216;;;;2019-09-21T00:00:00Z
2423169180;present;-36.924178;174.776326;4;;;2019-09-21T03:26:00Z
2429413663;present;-37.049824;175.518144;;;;2019-09-29T13:01:00Z
2444993843;present;37.7107;-122.380013;10;;;2019-10-19T10:37:56Z
2451743376;present;37.648024;-122.385558;20;;;2019-11-06T13:05:40Z
2465183915;present;37.755177;-122.255234;;;;2019-11-23T15:34:14Z
1949850225;present;26.65;128.05;5566;;;
1324924145;present;-36.8195;174.744556;;;;
2444766512;present;1.367;103.8;;;;
215655186;present;26.606111;127.923889;;;;
856731501;present;30.4;32.316667;;1;;
215805619;present;33.359722;129.553056;;;;
380230122;present;33.89022;135.08452;;;;
380229545;present;34.72451;135.33336;;;;
215805527;present;34.833333;138.916667;;;;
856731507;present;34.886494;136.821842;;;;
1829668595;present;35.263611;139.585278;;;;
215805622;present;35.266667;139.583333;;;;
295293578;present;35.30646;136.79137;;;;
295293577;present;35.30646;136.79137;;;;
295293576;present;35.30646;136.79137;;;;
215655252;present;35.416667;139.666667;;;;
295293575;present;35.4577;139.58948;;;;
295293512;present;35.4577;139.58948;;;;
295293511;present;35.4577;139.58948;;;;
295293510;present;35.4577;139.58948;;;;
295293509;present;35.4577;139.58948;;;;
295293508;present;35.4577;139.58948;;;;
295293507;present;35.4577;139.58948;;;;
380230107;present;35.7567;140.03314;;;;
295293531;present;37.0854;136.91646;;;;
295293530;present;37.0854;136.91646;;;;
295293529;present;37.0854;136.91646;;;;
295293528;present;37.0854;136.91646;;;;
295293527;present;37.0854;136.91646;;;;
295293526;present;37.0854;136.91646;;;;
295293525;present;37.0854;136.91646;;;;
609391115;present;37.699379;-122.19006;;;;
609445500;present;37.7132;-122.298;;;;
609451750;present;38.1409;-122.282;;;;
609451426;present;38.1409;-122.282;;;;
609451409;present;38.1409;-122.282;;;;
609451117;present;38.1409;-122.282;;;;
609451073;present;38.1409;-122.282;;;;
609449545;present;38.1409;-122.282;;;;
609448329;present;38.1409;-122.282;;;;
609448326;present;38.1409;-122.282;;;;
609448194;present;38.1409;-122.282;;;;
1412766590;present;43.406544;3.621368;;;;
856731503;present;43.406544;3.621368;;;;
856695781;present;43.443697;3.68763;;;;
856731505;present;44.682813;12.242546;;;;
